100 0 0
100 0 0
100 0 0
100 0 0
100 0 0
100 0 0
100 0 0
100 0 0
100 0 0
33 58 9
2 24 74
11 47 42
12 40 48
14 40 46
16 34 50
17 37 46
18 37 44
14 39 47
24 39 37
24 33 42
22 35 42
26 38 35
27 38 35
23 46 32
20 47 33
