2159.8861718177795 181.19203141629697
2827.6770691275597 595.7472579479218
4238.19561445713 727.8035401413838
4543.634066998959 977.2607487718265
4543.634066998959 1105.6018116633097
4543.634066998959 1451.1171991954247
5047.322942793369 1459.4171572297812
5151.6652801036835 1223.6509263734022
5151.6652801036835 1258.8427477002144
5151.6652801036835 1340.925378544132
5151.6652801036835 1490.356237836679
5151.6652801036835 1638.2535824120046
5151.6652801036835 1335.1707421571016
5151.6652801036835 1477.3450669030349
5151.6652801036835 1517.991146019101
10727.722157418728 1684.1863881806532
